customer_id,jours_depuis_visite,jours_depuis_achat,nb_sessions,nb_transactions,churn,proba_churn,risque
7292,102.0,102,1.0,1,1,0.8486098753805716,Élevé
3943,147.0,659,1.0,2,1,0.8481936967388839,Élevé
22935,965.0,617,1.0,3,1,0.8480246761377306,Élevé
47449,1321.0,1320,1.0,1,1,0.8470138355169852,Élevé
42445,923.0,239,1.0,3,1,0.8468942920293223,Élevé
10317,958.0,854,1.0,2,1,0.846595187415196,Élevé
20559,1060.0,260,1.0,4,1,0.8443526443226549,Élevé
33116,1242.0,196,1.0,2,1,0.8440048726431085,Élevé
41824,206.0,934,2.0,1,1,0.8438408892822438,Élevé
45305,964.0,963,2.0,1,1,0.8433770553866272,Élevé
19947,522.0,522,1.0,2,1,0.8433694738022637,Élevé
8463,1249.0,414,1.0,2,1,0.8429447862876062,Élevé
40191,778.0,1304,2.0,1,1,0.8427649034664466,Élevé
47645,650.0,650,1.0,4,1,0.842587714072731,Élevé
42557,561.0,561,1.0,2,1,0.8423568279303022,Élevé
5442,1143.0,870,1.0,1,1,0.841179654213329,Élevé
15224,1063.0,256,1.0,3,1,0.840680156819264,Élevé
38372,206.0,1269,2.0,1,1,0.8405286238137846,Élevé
8654,1298.0,887,1.0,2,1,0.8397695768499616,Élevé
7283,852.0,852,1.0,2,1,0.8388799311905121,Élevé
7924,1284.0,645,1.0,3,1,0.8381991733784065,Élevé
15797,1191.0,266,1.0,3,1,0.8381201764932815,Élevé
5979,346.0,1302,1.0,1,1,0.8380080900135032,Élevé
41959,715.0,1006,2.0,1,1,0.8374743918033764,Élevé
15598,1350.0,573,1.0,2,1,0.8373812033823188,Élevé
45520,157.0,510,2.0,2,1,0.8372619406819285,Élevé
25373,520.0,520,2.0,1,1,0.8369815530868076,Élevé
34171,169.0,169,1.0,3,1,0.8365137839801084,Élevé
17160,177.0,177,1.0,2,1,0.8358547839323381,Élevé
49038,436.0,648,1.0,1,1,0.8358492427479167,Élevé
22000,445.0,445,1.0,2,1,0.8354840540935683,Élevé
22298,1292.0,593,1.0,4,1,0.8354409451675174,Élevé
28050,386.0,385,1.0,3,1,0.8350147092095755,Élevé
8143,239.0,239,1.0,3,1,0.8348845905534554,Élevé
38743,413.0,143,1.0,3,1,0.8345578214136785,Élevé
38359,670.0,377,1.0,1,1,0.8342402324771828,Élevé
4722,1124.0,122,1.0,3,1,0.8340525387364304,Élevé
8975,1318.0,1011,1.0,3,1,0.8333879741550146,Élevé
16056,198.0,198,2.0,1,1,0.8332992074871451,Élevé
33114,354.0,354,1.0,3,1,0.8327718747741882,Élevé
21825,378.0,416,1.0,1,1,0.8322578179053595,Élevé
24005,780.0,165,1.0,3,1,0.8320232225797267,Élevé
12093,722.0,400,1.0,2,1,0.8309381378439481,Élevé
30184,254.0,254,1.0,4,1,0.8304502718660441,Élevé
4241,595.0,595,1.0,1,1,0.8300088440686981,Élevé
15488,889.0,155,1.0,3,1,0.8296496663238031,Élevé
5277,1079.0,1041,1.0,2,1,0.8295355272673643,Élevé
16981,1186.0,1186,1.0,1,1,0.8295017694323602,Élevé
21308,1321.0,326,1.0,2,1,0.8270398165796813,Élevé
8656,1263.0,392,1.0,3,1,0.8264543305362168,Élevé
41445,740.0,740,1.0,4,1,0.8261014794179196,Élevé
17059,1086.0,1086,1.0,3,1,0.8258168001131497,Élevé
25433,334.0,867,1.0,1,1,0.8255120273579684,Élevé
24068,563.0,563,2.0,1,1,0.8252317660510594,Élevé
7007,872.0,544,1.0,4,1,0.8247859989519761,Élevé
27383,99.0,98,1.0,3,1,0.8242041136476245,Élevé
9575,117.0,117,1.0,2,1,0.8238163956423101,Élevé
14613,122.0,122,1.0,1,1,0.8230912649071586,Élevé
33738,223.0,223,2.0,1,1,0.8220209610883402,Élevé
18219,123.0,1114,1.0,1,1,0.8218141393514824,Élevé
26711,536.0,536,1.0,4,1,0.8210442643288868,Élevé
969,781.0,194,2.0,2,1,0.8207523748120842,Élevé
3750,528.0,528,1.0,3,1,0.8207285237583153,Élevé
7689,739.0,204,1.0,3,1,0.8204410115106394,Élevé
29550,548.0,547,2.0,2,1,0.8194048977092926,Élevé
26371,473.0,473,2.0,1,1,0.8186710798048534,Élevé
39729,1270.0,206,1.0,3,1,0.8186341622523341,Élevé
22742,1212.0,321,1.0,3,1,0.818347771683735,Élevé
2839,280.0,280,1.0,3,1,0.8174457345382649,Élevé
35082,1321.0,285,1.0,3,1,0.8168304940131413,Élevé
21673,1072.0,335,1.0,5,1,0.8167172516419465,Élevé
37552,674.0,1108,1.0,1,1,0.8166635923754696,Élevé
32585,1150.0,1072,1.0,3,1,0.8166402735581357,Élevé
48780,361.0,361,1.0,5,1,0.816537570128702,Élevé
43443,502.0,126,1.0,4,1,0.8164069728429639,Élevé
10250,152.0,152,1.0,3,1,0.8163184044045486,Élevé
26040,344.0,318,1.0,3,1,0.8160645729603309,Élevé
36522,377.0,376,1.0,3,1,0.8159615685048341,Élevé
9231,1083.0,646,1.0,1,1,0.8158471593169456,Élevé
4739,617.0,617,1.0,4,1,0.8157193447766379,Élevé
16913,757.0,757,2.0,2,1,0.815065930244483,Élevé
1190,876.0,1028,1.0,1,1,0.8150289233197715,Élevé
146,559.0,793,1.0,2,1,0.8149314253651955,Élevé
19880,161.0,160,3.0,2,1,0.8147733209686991,Élevé
28277,873.0,998,1.0,1,1,0.814455357862186,Élevé
28366,719.0,718,2.0,2,1,0.8143935161387761,Élevé
12025,1309.0,819,1.0,3,1,0.8134127163461977,Élevé
12970,899.0,582,1.0,1,1,0.813293613166352,Élevé
19916,923.0,870,2.0,2,1,0.8132631189810968,Élevé
40098,709.0,791,1.0,1,1,0.813003341952464,Élevé
21319,659.0,439,1.0,3,1,0.8127969264612375,Élevé
49812,474.0,474,1.0,5,1,0.8127769311519382,Élevé
8898,820.0,847,2.0,1,1,0.8126734245205839,Élevé
25757,1216.0,508,1.0,2,1,0.81213501452649,Élevé
35085,551.0,1074,1.0,1,1,0.8120823711985296,Élevé
34943,1321.0,845,1.0,3,1,0.811727006415429,Élevé
20995,1264.0,240,1.0,3,1,0.8116227335950399,Élevé
34856,437.0,437,2.0,1,1,0.8115849367485777,Élevé
27309,863.0,862,2.0,1,1,0.8115076576982555,Élevé
45204,235.0,415,2.0,2,1,0.8113655478039548,Élevé
25104,1177.0,598,1.0,2,1,0.8110269261292433,Élevé
15308,611.0,916,1.0,1,1,0.811020319344071,Élevé
14416,95.0,846,1.0,1,1,0.8107717517584817,Élevé
23033,517.0,526,2.0,2,1,0.8104033347676054,Élevé
49118,569.0,1191,1.0,1,1,0.8103818738742642,Élevé
49417,1178.0,239,1.0,4,1,0.8103165148082572,Élevé
45837,442.0,260,1.0,2,1,0.8102373599372628,Élevé
24481,548.0,123,1.0,3,1,0.8098814584199235,Élevé
10522,262.0,876,2.0,1,1,0.8096162584519381,Élevé
11335,69.0,61,1.0,2,0,0.8087355838739501,Élevé
26807,732.0,731,1.0,3,1,0.8084016332895568,Élevé
7122,500.0,461,1.0,2,1,0.8083579509076582,Élevé
12920,284.0,284,1.0,3,1,0.8076278518088787,Élevé
12717,203.0,203,1.0,4,1,0.8075479021348051,Élevé
30173,301.0,1336,1.0,1,1,0.8075202152738631,Élevé
47035,757.0,756,1.0,3,1,0.8070974497907807,Élevé
15327,596.0,1246,1.0,1,1,0.8069158841167078,Élevé
30358,873.0,360,1.0,2,1,0.8065222420397756,Élevé
44593,1124.0,1132,1.0,1,1,0.8063655549129223,Élevé
7995,324.0,129,1.0,3,1,0.8061939776599654,Élevé
23407,140.0,139,1.0,3,1,0.8059258187741375,Élevé
42016,803.0,380,2.0,3,1,0.8049669129129231,Élevé
29643,298.0,237,1.0,3,1,0.8049554413031043,Élevé
16959,283.0,521,2.0,1,1,0.8038997312495131,Élevé
12226,1017.0,1162,1.0,1,1,0.8038485612904054,Élevé
26400,202.0,1027,2.0,1,1,0.8038348474184648,Élevé
2656,895.0,870,1.0,1,1,0.8037702208494716,Élevé
20455,625.0,831,1.0,1,1,0.803683456050667,Élevé
16262,740.0,646,1.0,3,1,0.8035609236840693,Élevé
24573,395.0,133,1.0,4,1,0.8034600539419496,Élevé
12430,652.0,651,2.0,3,1,0.8032970365613642,Élevé
5959,106.0,314,1.0,1,1,0.8030994819462776,Élevé
15970,593.0,588,1.0,1,1,0.8030229320242998,Élevé
40101,1192.0,219,1.0,3,1,0.8025137958642911,Élevé
34166,423.0,68,1.0,3,0,0.8025082839284018,Élevé
10671,209.0,114,1.0,4,1,0.8022815976973984,Élevé
25976,119.0,227,2.0,2,1,0.8021568845778948,Élevé
21852,16.0,1281,2.0,2,0,0.8019781559617003,Élevé
46460,95.0,95,2.0,3,1,0.8014603965082994,Élevé
44508,1223.0,263,1.0,4,1,0.8013423259930272,Élevé
20770,359.0,359,2.0,2,1,0.8009409957166246,Élevé
22026,496.0,496,1.0,3,1,0.80082104223601,Élevé
25665,449.0,243,1.0,2,1,0.8005723364268481,Élevé
9680,649.0,393,1.0,2,1,0.8002386878531343,Élevé
43676,321.0,656,3.0,1,1,0.8002365067314785,Élevé
11555,1040.0,1040,1.0,3,1,0.8001445735444664,Élevé
41844,109.0,109,1.0,4,1,0.800058952347639,Élevé
43879,500.0,140,1.0,3,1,0.7997562488521927,Élevé
38539,142.0,141,3.0,2,1,0.7994814949063377,Élevé
46650,358.0,1102,1.0,1,1,0.7993576515428701,Élevé
29456,389.0,434,2.0,1,1,0.799268304010898,Élevé
45650,447.0,430,1.0,4,1,0.7990289022487772,Élevé
23460,919.0,173,1.0,2,1,0.7988745451689234,Élevé
39907,1163.0,499,1.0,3,1,0.7985761322559991,Élevé
28194,400.0,400,2.0,3,1,0.7979360989662772,Élevé
14909,140.0,140,2.0,2,1,0.7976927772997652,Élevé
31650,568.0,91,1.0,4,1,0.7976818934599169,Élevé
23129,438.0,438,4.0,3,1,0.7970238723617019,Élevé
3884,932.0,123,1.0,1,1,0.796866780160688,Élevé
48717,1343.0,616,1.0,4,1,0.7967464963799603,Élevé
38890,966.0,156,1.0,3,1,0.7966831836562441,Élevé
26623,765.0,511,1.0,3,1,0.7966606477852715,Élevé
39314,118.0,118,1.0,2,1,0.7966530206258973,Élevé
43299,307.0,307,1.0,3,1,0.7965607134716906,Élevé
4515,895.0,1039,1.0,1,1,0.7961282989184383,Élevé
33266,1314.0,99,1.0,4,1,0.7959941807573155,Élevé
46724,104.0,103,1.0,3,1,0.7959251355429289,Élevé
40900,403.0,223,1.0,4,1,0.795703430577196,Élevé
35747,1320.0,844,1.0,4,1,0.7956819011561401,Élevé
718,1048.0,691,2.0,3,1,0.795339442857753,Élevé
30480,761.0,549,1.0,4,1,0.7952849124366291,Élevé
16314,856.0,615,1.0,2,1,0.7951651783474974,Élevé
7404,459.0,459,2.0,1,1,0.7950281190476471,Élevé
36760,953.0,953,2.0,1,1,0.794895531767867,Élevé
29081,467.0,467,2.0,4,1,0.7946209668559431,Élevé
47680,98.0,898,2.0,2,1,0.7945278410201884,Élevé
11026,603.0,150,1.0,4,1,0.7945147374506655,Élevé
1985,1043.0,809,1.0,3,1,0.7944427308670967,Élevé
34653,1123.0,332,1.0,3,1,0.7943937564248392,Élevé
23242,298.0,338,2.0,2,1,0.7943105305089125,Élevé
11464,975.0,975,1.0,2,1,0.7943043883815137,Élevé
4312,631.0,145,1.0,2,1,0.7942341468080069,Élevé
5638,1062.0,326,1.0,5,1,0.7941766881014424,Élevé
40454,215.0,214,2.0,2,1,0.7938862074248013,Élevé
32515,168.0,323,2.0,2,1,0.7937957383589134,Élevé
41764,250.0,249,1.0,4,1,0.7937565321770614,Élevé
7942,438.0,438,1.0,3,1,0.7934033734735003,Élevé
21928,578.0,1083,2.0,1,1,0.7929168503355187,Élevé
20292,1050.0,335,1.0,4,1,0.7929101050041076,Élevé
27195,261.0,902,2.0,2,1,0.7928622425274476,Élevé
39461,860.0,859,2.0,2,1,0.792683473345956,Élevé
42633,711.0,483,1.0,1,1,0.7924089754966543,Élevé
21151,330.0,330,3.0,1,1,0.7917680224702162,Élevé
9420,890.0,1061,1.0,2,1,0.7917272609787014,Élevé
2784,544.0,432,1.0,3,1,0.7915314251566978,Élevé
46630,208.0,1291,1.0,1,1,0.7912694786060633,Élevé
43732,613.0,613,2.0,2,1,0.7912249613136376,Élevé
30979,1039.0,501,1.0,3,1,0.7911926173961663,Élevé
28454,99.0,157,1.0,2,1,0.7911374633503679,Élevé
45729,314.0,314,2.0,2,1,0.7909147592402221,Élevé
30106,328.0,118,1.0,4,1,0.7908244656236133,Élevé
22941,521.0,913,2.0,1,1,0.790398548839825,Élevé
6980,1142.0,419,1.0,2,1,0.7903960189858045,Élevé
10915,321.0,321,2.0,4,1,0.7900799489390637,Élevé
35221,576.0,928,2.0,1,1,0.7898943501096496,Élevé
13520,908.0,1293,1.0,1,1,0.7898784161157753,Élevé
45398,425.0,424,2.0,3,1,0.7898465879187887,Élevé
27634,961.0,614,1.0,4,1,0.7898043004811112,Élevé
187,543.0,543,2.0,1,1,0.7897981401681688,Élevé
18777,272.0,954,2.0,2,1,0.7897802122479121,Élevé
37294,402.0,530,2.0,1,1,0.7897539209720001,Élevé
49341,1323.0,558,1.0,2,1,0.7897301189292066,Élevé
32842,346.0,97,2.0,2,1,0.7895035511897964,Élevé
28671,322.0,191,2.0,2,1,0.7894408542582435,Élevé
47549,436.0,266,2.0,2,1,0.7892043948210871,Élevé
571,541.0,541,2.0,1,1,0.7891674792125666,Élevé
43495,256.0,368,2.0,2,1,0.789006941914343,Élevé
13888,1111.0,678,1.0,1,1,0.7888582619053304,Élevé
42673,209.0,209,2.0,2,1,0.7888232995160054,Élevé
24010,394.0,393,3.0,3,1,0.7887908296940804,Élevé
46866,759.0,520,1.0,4,1,0.7887560625152996,Élevé
46991,1102.0,728,1.0,4,1,0.7885933837346759,Élevé
47921,802.0,801,2.0,3,1,0.7885396568559716,Élevé
43254,7.0,459,2.0,2,0,0.7885294615172664,Élevé
43178,425.0,214,1.0,1,1,0.788443410101727,Élevé
34990,837.0,944,1.0,1,1,0.788364767145848,Élevé
5777,783.0,251,1.0,3,1,0.7881525800795814,Élevé
1995,733.0,1038,2.0,2,1,0.7881426325157664,Élevé
8761,295.0,295,1.0,3,1,0.7881112135816831,Élevé
18756,1319.0,1319,2.0,1,1,0.7880032812560649,Élevé
42916,1076.0,532,2.0,2,1,0.7878606099272054,Élevé
27501,627.0,355,1.0,3,1,0.7878523387959236,Élevé
24470,609.0,209,1.0,5,1,0.7875906591138108,Élevé
22775,290.0,597,2.0,2,1,0.7873289792523362,Élevé
97,996.0,233,1.0,3,1,0.7871248389967772,Élevé
35945,162.0,1060,2.0,1,1,0.7871191599151921,Élevé
24390,1244.0,726,1.0,1,1,0.786941336873444,Élevé
41201,951.0,287,1.0,1,1,0.7869326465915022,Élevé
6702,281.0,280,1.0,3,1,0.7868908262654841,Élevé
41051,625.0,605,2.0,3,1,0.7865391661270571,Élevé
7979,523.0,523,3.0,2,1,0.7865136257697936,Élevé
25365,486.0,486,2.0,1,1,0.7864773452225967,Élevé
46379,511.0,492,1.0,1,1,0.7863993438248237,Élevé
42284,561.0,561,2.0,1,1,0.7862244461802682,Élevé
45454,378.0,378,1.0,4,1,0.7860523638367504,Élevé
32141,170.0,170,1.0,5,1,0.7860373923529632,Élevé
43758,141.0,590,3.0,1,1,0.7857801294019243,Élevé
24825,468.0,926,1.0,2,1,0.7855530836739899,Élevé
12304,333.0,1167,2.0,1,1,0.7854372147543894,Élevé
46575,824.0,253,1.0,4,1,0.7851544342732936,Élevé
42636,1039.0,1022,1.0,2,1,0.7841353499351861,Élevé
2907,138.0,138,2.0,2,1,0.7838613432859666,Élevé
30246,743.0,136,1.0,1,1,0.7838524800295095,Élevé
3537,648.0,884,1.0,1,1,0.7838147096788984,Élevé
47555,193.0,934,2.0,2,1,0.7837691984398346,Élevé
32687,446.0,446,2.0,1,1,0.7837221872079421,Élevé
38514,887.0,691,2.0,2,1,0.7836401627317849,Élevé
23921,435.0,435,3.0,2,1,0.7835476019081898,Élevé
39593,264.0,264,1.0,3,1,0.7834758834768085,Élevé
27528,795.0,704,1.0,1,1,0.7833608334989861,Élevé
1742,299.0,531,2.0,2,1,0.7832437553808294,Élevé
45601,672.0,332,1.0,3,1,0.7829508909889721,Élevé
6100,491.0,491,2.0,1,1,0.7829259857825396,Élevé
20932,396.0,601,2.0,1,1,0.7827857819057616,Élevé
48226,1331.0,709,1.0,1,1,0.7825971793374574,Élevé
8731,577.0,655,1.0,1,1,0.7825584621180208,Élevé
6003,1055.0,311,1.0,1,1,0.7825247430902078,Élevé
797,172.0,513,1.0,1,1,0.7824890700029304,Élevé
49357,930.0,451,2.0,2,1,0.7823388254986391,Élevé
36732,883.0,432,2.0,2,1,0.7823311522175412,Élevé
23014,245.0,957,1.0,1,1,0.7822460965820822,Élevé
49082,450.0,450,2.0,2,1,0.7822456720663408,Élevé
48703,700.0,683,2.0,3,1,0.7819202582503735,Élevé
11489,855.0,473,1.0,5,1,0.7816914726843769,Élevé
33931,107.0,107,2.0,4,1,0.7815136671474352,Élevé
11693,534.0,983,1.0,2,1,0.7813740268645604,Élevé
24749,313.0,312,1.0,3,1,0.7813367087655105,Élevé
41983,927.0,926,2.0,1,1,0.7812026769033713,Élevé
9027,747.0,414,1.0,2,1,0.7811564611590908,Élevé
29917,352.0,1096,3.0,1,1,0.7810803686022919,Élevé
30992,1339.0,260,1.0,2,1,0.7810481013436624,Élevé
35037,654.0,382,1.0,3,1,0.7810398139808566,Élevé
14950,1048.0,1309,3.0,1,1,0.781004460590043,Élevé
44111,381.0,381,2.0,1,1,0.7809942433745677,Élevé
17727,508.0,508,4.0,4,1,0.7807825203316763,Élevé
13352,633.0,633,2.0,1,1,0.7807811131608459,Élevé
11184,469.0,307,1.0,3,1,0.780023639786189,Élevé
11021,386.0,386,2.0,3,1,0.7799684443962062,Élevé
24021,96.0,1094,1.0,1,1,0.7799254329240773,Élevé
43392,971.0,1257,3.0,1,1,0.7798365859969535,Élevé
32907,1188.0,193,1.0,2,1,0.7797343999102427,Élevé
3939,494.0,494,3.0,2,1,0.7797222732916187,Élevé
39007,223.0,229,2.0,2,1,0.7796321519508954,Élevé
11109,1208.0,779,1.0,1,1,0.7795469926603945,Élevé
1911,531.0,363,1.0,3,1,0.7795045185623185,Élevé
46212,228.0,856,1.0,1,1,0.7790622682288056,Élevé
5707,615.0,1206,1.0,2,1,0.7789466155202973,Élevé
48103,435.0,249,2.0,2,1,0.778944531740676,Élevé
4368,450.0,370,2.0,1,1,0.7788532293323348,Élevé
4488,539.0,534,2.0,1,1,0.7787462132344365,Élevé
39013,928.0,221,1.0,4,1,0.7786066405578674,Élevé
37252,1206.0,1036,2.0,1,1,0.7783920863738092,Élevé
6201,248.0,248,2.0,1,1,0.778000786095213,Élevé
31063,231.0,231,3.0,2,1,0.7779715868009163,Élevé
29459,180.0,179,2.0,2,1,0.7779569318357084,Élevé
18109,1256.0,721,2.0,2,1,0.7778585456093695,Élevé
41085,196.0,330,1.0,3,1,0.7778016493288478,Élevé
2533,282.0,640,2.0,1,1,0.777707323112198,Élevé
31402,185.0,185,2.0,3,1,0.7776732454060483,Élevé
5389,118.0,981,1.0,1,1,0.7775143261448539,Élevé
7702,255.0,817,2.0,1,1,0.7775093520579867,Élevé
15697,1254.0,353,1.0,4,1,0.777411237588371,Élevé
7247,114.0,1236,1.0,1,1,0.7773615796356244,Élevé
35031,280.0,280,4.0,3,1,0.7773081108192614,Élevé
15890,1231.0,1136,2.0,1,1,0.7771999135776061,Élevé
17807,920.0,341,2.0,2,1,0.7770333667011232,Élevé
21131,139.0,1345,2.0,1,1,0.7769287310464138,Élevé
45488,647.0,1114,2.0,2,1,0.7768340971568946,Élevé
19222,665.0,388,2.0,2,1,0.7766792842730722,Élevé
22491,401.0,1052,2.0,2,1,0.776586077530981,Élevé
42942,305.0,305,1.0,3,1,0.7764399294142902,Élevé
28851,689.0,597,2.0,3,1,0.7761922393807701,Élevé
42259,646.0,433,2.0,2,1,0.7759666486862801,Élevé
37891,759.0,927,2.0,1,1,0.775924976400271,Élevé
3988,449.0,982,3.0,1,1,0.7758146064986424,Élevé
26438,118.0,648,1.0,1,1,0.7757846664071861,Élevé
8628,282.0,281,2.0,2,1,0.7757429130501232,Élevé
1242,53.0,53,2.0,2,0,0.775682171601909,Élevé
40638,861.0,258,2.0,3,1,0.7756076961106068,Élevé
33368,215.0,127,1.0,1,1,0.7755042951147896,Élevé
36376,357.0,334,2.0,2,1,0.7753840334181301,Élevé
29107,671.0,141,1.0,2,1,0.7752970069640241,Élevé
35742,1326.0,529,1.0,2,1,0.7752239458642084,Élevé
26999,859.0,1034,2.0,2,1,0.7751586136817308,Élevé
47245,894.0,328,1.0,1,1,0.775092183884154,Élevé
17347,664.0,675,1.0,2,1,0.7748720874573245,Élevé
11281,95.0,240,2.0,2,1,0.774796358623869,Élevé
42037,710.0,324,1.0,2,1,0.7742014287668434,Élevé
12695,185.0,184,1.0,3,1,0.7740536932843637,Élevé
38348,527.0,819,2.0,2,1,0.7739998526568993,Élevé
17195,356.0,244,1.0,5,1,0.7739830015333543,Élevé
39232,119.0,118,1.0,5,1,0.7736311233432134,Élevé
9556,1004.0,512,1.0,2,1,0.7735251053911569,Élevé
26642,1238.0,341,1.0,5,1,0.7734521760486156,Élevé
25437,477.0,476,2.0,1,1,0.7733828816133248,Élevé
42733,747.0,871,1.0,1,1,0.7733429788800431,Élevé
12925,565.0,944,1.0,1,1,0.773276040484714,Élevé
7583,618.0,1261,2.0,2,1,0.7731264461895073,Élevé
47886,439.0,912,3.0,1,1,0.7729989756582796,Élevé
15204,297.0,297,3.0,2,1,0.7728420232375721,Élevé
23792,1008.0,643,2.0,4,1,0.7727293609863594,Élevé
37032,654.0,181,1.0,2,1,0.7726919573691962,Élevé
16578,426.0,426,2.0,2,1,0.7726862574988812,Élevé
49525,123.0,142,2.0,1,1,0.7725288051658583,Élevé
40834,148.0,129,2.0,2,1,0.7719764314900622,Élevé
48609,257.0,409,3.0,1,1,0.7719706819167008,Élevé
1955,1269.0,839,2.0,2,1,0.7714094606844155,Élevé
22217,766.0,766,2.0,2,1,0.7713614607350985,Élevé
494,967.0,475,2.0,2,1,0.7713422192499663,Élevé
6530,179.0,179,2.0,2,1,0.7712229429169772,Élevé
36627,567.0,547,3.0,1,1,0.7711529936733281,Élevé
44112,111.0,110,3.0,2,1,0.7710844404686571,Élevé
22029,922.0,82,1.0,3,0,0.7710756773313727,Élevé
13637,480.0,373,1.0,4,1,0.7708961393151199,Élevé
27119,571.0,8,1.0,2,0,0.7708806064330145,Élevé
25239,798.0,797,1.0,1,1,0.7708288524967586,Élevé
30007,118.0,571,2.0,2,1,0.7708191671181622,Élevé
31886,558.0,558,1.0,1,1,0.7705489070279249,Élevé
17492,358.0,357,2.0,2,1,0.7704827611266009,Élevé
30944,809.0,969,2.0,2,1,0.7704264360069366,Élevé
24937,451.0,451,2.0,2,1,0.7704004809522748,Élevé
40833,1075.0,264,1.0,2,1,0.770399701905206,Élevé
30341,643.0,987,2.0,2,1,0.7703793615835867,Élevé
21632,797.0,937,2.0,1,1,0.7703080643966487,Élevé
49630,493.0,536,1.0,2,1,0.7701748043908389,Élevé
39724,277.0,961,2.0,1,1,0.7700382222372452,Élevé
35020,216.0,138,3.0,1,1,0.7700171501547541,Élevé
4182,868.0,197,1.0,2,1,0.7698255624268769,Élevé
27203,105.0,105,2.0,1,1,0.7696150874170686,Élevé
29480,713.0,221,1.0,3,1,0.7696083128026574,Élevé
31634,518.0,722,2.0,2,1,0.7695101315476751,Élevé
45129,755.0,755,1.0,3,1,0.7694598331344481,Élevé
41367,415.0,415,1.0,3,1,0.7693984430078246,Élevé
20080,352.0,352,3.0,2,1,0.7693648161190128,Élevé
11957,222.0,222,2.0,2,1,0.7693128703179191,Élevé
28991,114.0,755,2.0,1,1,0.7692539392663277,Élevé
7983,192.0,127,2.0,5,1,0.7691518072926655,Élevé
4575,651.0,408,1.0,2,1,0.769073808410304,Élevé
15927,453.0,493,1.0,2,1,0.7689923978783564,Élevé
40862,1099.0,1321,2.0,1,1,0.7689006929489368,Élevé
24945,975.0,634,1.0,4,1,0.7686393271133858,Élevé
