customer_id,last_visit_date,jours_depuis_visite,last_purchase_date,jours_depuis_achat,churn
62,2022-08-11,398.0,2022-05-15 16:58:20,486,1
63,2022-11-10,307.0,2022-09-15 06:29:25,363,1
64,2022-05-11,490.0,2021-10-07 07:01:10,706,1
65,2022-11-09,308.0,2023-07-09 00:52:19,66,0
66,2023-06-24,81.0,2023-07-28 00:34:28,47,0
67,2022-01-31,590.0,2022-11-21 20:05:48,295,1
68,2023-01-28,228.0,2021-05-31 18:05:05,835,0
69,2021-08-25,749.0,2023-01-31 03:29:57,225,0
70,2023-09-08,5.0,2023-09-08 00:55:23,5,0
71,2023-01-09,247.0,2022-07-11 13:08:23,429,0
72,2022-06-02,468.0,2023-04-01 11:12:08,165,0
73,2023-04-05,161.0,2022-02-20 07:45:34,570,0
74,2022-10-26,322.0,2023-05-05 09:19:43,131,0
75,2023-08-02,42.0,2023-02-17 13:00:39,208,0
76,2022-12-05,282.0,2023-06-03 12:39:21,102,0
77,2021-12-17,635.0,2021-07-26 19:53:10,778,1
78,2023-05-21,115.0,2022-01-23 15:07:26,598,0
79,2023-09-09,4.0,2021-07-15 15:21:59,790,0
80,2023-01-11,245.0,2022-09-28 23:05:49,349,0
81,2022-05-16,485.0,2022-10-01 18:43:58,346,1
82,2023-06-07,98.0,2023-06-07 09:51:56,98,0
83,2022-11-16,301.0,2023-04-08 08:35:43,158,0
84,2023-06-11,94.0,2023-07-06 00:14:08,69,0
85,2023-06-05,100.0,2023-01-03 06:03:04,253,0
86,2022-09-16,362.0,2022-12-15 03:22:44,272,1
87,2023-08-28,16.0,2023-01-13 09:59:21,243,0
88,2020-10-13,1065.0,2022-07-22 05:39:58,418,1
89,2023-09-11,2.0,2023-09-11 19:10:40,1,0
90,2023-07-10,65.0,2023-09-12 20:46:02,0,0
91,2022-06-10,460.0,2023-06-14 03:15:10,91,0
92,2021-11-26,656.0,2022-12-24 17:08:36,263,0
93,2023-09-06,7.0,2022-11-19 20:06:37,297,0
94,2022-07-09,431.0,2023-06-17 22:20:31,87,0
95,2020-08-19,1120.0,2023-05-28 10:49:56,108,0
96,,9999.0,2023-09-12 12:04:36,1,0
97,2020-12-21,996.0,2023-01-22 20:36:31,233,0
98,2021-09-06,737.0,2023-02-03 21:01:50,221,0
99,2023-08-21,23.0,2021-11-23 06:15:16,659,0
100,2023-08-22,22.0,2023-08-22 13:43:02,22,0
101,2023-06-04,101.0,2023-05-14 23:30:37,121,0
102,2022-11-07,310.0,2021-01-22 20:07:00,963,1
103,2023-02-09,216.0,2023-06-17 07:39:34,88,0
104,2022-04-02,529.0,2022-03-21 01:17:38,541,1
105,2023-07-02,73.0,2023-02-10 20:24:53,214,0
106,2023-01-31,225.0,2023-07-20 09:12:02,55,0
107,,9999.0,2022-11-16 21:51:03,300,1
108,2022-04-25,506.0,2022-12-26 18:08:48,261,0
109,2023-02-15,210.0,2023-05-29 17:45:04,107,0
110,2023-07-27,48.0,2022-06-12 03:53:23,458,0
111,2023-06-30,75.0,2022-10-26 22:28:57,321,0
112,2020-05-12,1219.0,2022-03-03 13:28:03,559,1
113,2023-02-02,223.0,2022-10-16 20:15:21,331,0
114,2023-01-03,253.0,2021-10-19 11:13:52,694,0
115,2023-01-12,244.0,2023-02-27 15:06:17,198,0
116,,9999.0,2023-08-08 21:55:39,35,0
117,2022-09-26,352.0,2023-08-16 03:26:28,28,0
118,2023-02-13,212.0,2023-02-13 18:35:58,212,0
119,2022-12-15,272.0,2022-07-05 21:02:54,434,1
120,2023-03-03,194.0,2022-12-29 10:47:27,258,0
121,2022-11-03,314.0,2022-05-03 13:31:04,498,1
122,2020-06-16,1184.0,2023-04-25 04:41:37,141,0
123,2023-08-18,26.0,2023-08-18 04:30:37,26,0
124,,9999.0,2021-10-06 12:32:54,707,1
125,2021-04-24,872.0,2023-08-08 01:56:41,36,0
126,2023-01-27,229.0,2022-01-08 08:15:31,613,0
127,2021-12-18,634.0,2021-02-04 12:41:07,951,1
128,2023-01-16,240.0,2022-08-28 17:47:25,381,0
129,2022-03-16,546.0,2023-03-05 09:28:41,192,0
130,2023-04-14,152.0,2023-04-02 01:18:14,164,0
131,2022-07-25,415.0,2022-03-20 13:50:55,542,1
132,2022-09-26,352.0,2023-01-11 20:35:15,244,0
133,2022-09-19,359.0,2023-09-06 21:13:33,6,0
134,2023-03-11,186.0,2023-03-11 18:49:45,185,0
135,2023-08-12,32.0,2023-01-04 12:09:12,252,0
136,2022-09-09,369.0,2022-09-09 05:59:05,369,1
137,2021-04-23,873.0,2022-05-07 06:59:31,494,1
138,2022-12-22,265.0,2023-01-25 14:44:27,231,0
139,2022-06-09,461.0,2023-07-08 19:30:08,66,0
140,2023-02-10,215.0,2023-04-30 09:13:34,136,0
141,2021-06-23,812.0,2022-10-20 14:59:27,328,1
142,2023-09-03,10.0,2022-06-04 22:42:30,465,0
143,2023-09-07,6.0,2023-03-19 08:31:28,178,0
144,2023-06-08,97.0,2023-07-23 17:20:52,52,0
145,2023-09-02,11.0,2023-04-24 01:30:09,142,0
146,2022-03-03,559.0,2021-07-12 17:48:33,793,1
147,2022-04-20,511.0,2023-04-20 13:33:25,146,0
148,2022-12-08,279.0,2023-07-02 06:22:10,73,0
149,2023-07-07,68.0,2023-02-23 21:48:31,201,0
150,2022-09-18,360.0,2023-08-23 01:47:29,21,0
151,2023-07-09,66.0,2023-07-09 15:35:07,66,0
152,2022-08-30,379.0,2022-12-18 11:51:53,269,0
153,2022-10-09,339.0,2022-08-10 14:44:09,399,1
154,2021-05-04,862.0,2023-09-05 08:45:04,8,0
155,2021-10-31,682.0,2023-08-16 08:18:47,28,0
156,2022-09-18,360.0,2023-05-23 11:03:26,113,0
157,2023-05-26,110.0,2023-08-01 04:32:11,43,0
158,2023-09-07,6.0,2022-10-09 22:28:37,338,0
159,2023-06-29,76.0,2023-06-23 07:07:46,82,0
160,2023-08-08,36.0,2021-03-25 08:21:37,902,0
161,2023-06-16,89.0,2023-07-07 20:08:12,67,0
162,2022-08-07,402.0,2021-01-10 13:13:29,976,1
163,2023-07-16,59.0,2021-12-09 14:44:32,643,0
164,2022-07-03,437.0,2020-12-25 05:32:43,992,1
165,2022-07-06,434.0,2023-03-28 07:26:28,169,0
166,2023-03-05,192.0,2022-09-21 15:48:14,357,0
167,2023-07-28,47.0,2022-06-02 11:45:31,468,0
169,2022-01-04,617.0,2023-03-21 08:50:31,176,0
170,2021-11-24,658.0,2023-08-01 12:45:57,43,0
171,2022-07-11,429.0,2022-07-11 18:17:55,429,1
172,2023-04-11,155.0,2022-06-19 14:24:37,451,0
173,2023-04-04,162.0,2023-04-08 04:02:01,158,0
174,2023-08-05,39.0,2023-08-05 09:47:32,39,0
175,2022-05-11,490.0,2023-02-01 03:10:58,224,0
176,2023-08-28,16.0,2023-08-28 17:57:02,16,0
177,2021-11-01,681.0,2023-06-14 05:57:08,91,0
178,2023-06-17,88.0,2023-04-17 02:14:45,149,0
179,2020-07-20,1150.0,2023-09-03 18:53:34,9,0
180,2023-07-15,60.0,2023-07-15 06:25:25,60,0
181,2021-02-08,947.0,2023-01-19 09:42:09,237,0
182,2022-08-20,389.0,2023-08-11 11:36:35,33,0
183,2023-03-14,183.0,2022-12-25 10:58:17,262,0
184,2021-07-12,793.0,2023-06-07 03:30:20,98,0
185,2023-05-13,123.0,2023-03-28 21:02:17,168,0
186,2023-01-07,249.0,2022-08-13 01:26:24,396,0
187,2022-03-19,543.0,2022-03-19 17:34:40,543,1
188,2023-04-02,164.0,2023-07-12 04:56:39,63,0
189,2022-08-18,391.0,2022-01-05 00:27:20,616,1
190,,9999.0,2020-10-02 14:20:56,1076,1
191,2021-11-16,666.0,2020-07-27 07:18:38,1143,1
192,2023-03-19,178.0,2023-08-01 15:01:08,43,0
193,2023-07-21,54.0,2023-06-22 22:15:36,82,0
194,2022-12-09,278.0,2023-08-24 19:15:25,19,0
195,2022-12-21,266.0,2023-03-29 08:51:46,168,0
196,2023-03-29,168.0,2022-06-29 16:28:51,441,0
197,2023-03-15,182.0,2023-03-15 21:50:40,181,0
198,2023-04-28,138.0,2023-04-28 20:17:14,137,0
199,2022-09-05,373.0,2022-11-09 05:35:56,308,1
200,2021-07-15,790.0,2023-06-08 00:13:14,97,0
201,2023-08-31,13.0,2023-08-31 05:58:12,13,0
202,2021-12-13,639.0,2023-03-27 10:47:52,170,0
203,2023-08-21,23.0,2022-07-04 04:03:50,436,0
204,2023-06-29,76.0,2023-06-29 06:12:34,76,0
205,2023-07-13,62.0,2023-04-19 23:27:17,146,0
206,2023-05-12,124.0,2023-08-11 04:59:32,33,0
207,2023-08-30,14.0,2023-02-12 16:00:57,213,0
208,2023-08-31,13.0,2022-10-23 21:00:20,324,0
209,2023-09-07,6.0,2023-09-07 18:48:45,5,0
210,2023-08-25,19.0,2023-08-25 17:19:50,19,0
211,2023-06-18,87.0,2023-05-04 19:43:18,131,0
212,2023-07-17,58.0,2023-05-22 14:16:47,114,0
213,2022-10-05,343.0,2022-11-16 04:21:24,301,1
214,2023-04-05,161.0,2023-02-20 07:12:31,205,0
215,2022-08-31,378.0,2022-08-31 14:14:07,378,1
216,2022-01-05,616.0,2023-06-13 14:57:01,92,0
217,2023-05-18,118.0,2023-05-18 15:46:13,118,0
218,2022-05-13,488.0,2022-05-13 00:03:03,488,1
219,2022-08-03,406.0,2023-08-26 22:35:04,17,0
220,2021-02-07,948.0,2023-02-17 22:26:10,207,0
221,2020-09-16,1092.0,2022-12-29 15:37:18,258,0
222,2023-05-31,105.0,2023-04-27 11:57:33,139,0
223,2023-06-01,104.0,2023-08-17 14:20:14,27,0
224,2023-09-12,1.0,2023-07-01 15:51:50,74,0
225,2023-03-28,169.0,2023-09-11 07:56:52,2,0
226,2022-08-05,404.0,2023-08-03 12:39:28,41,0
227,2022-08-28,381.0,2022-11-05 22:02:28,311,1
228,2022-01-30,591.0,2023-05-08 08:36:23,128,0
229,2023-03-07,190.0,2022-10-18 21:11:13,329,0
230,2022-10-08,340.0,2023-08-01 06:13:40,43,0
231,2023-02-22,203.0,2022-12-10 14:55:50,277,0
232,2022-11-28,289.0,2022-11-28 17:49:19,289,1
233,2023-04-13,153.0,2022-08-26 18:17:41,383,0
234,2022-02-28,562.0,2023-07-11 10:58:03,64,0
235,2023-07-30,45.0,2022-09-01 23:11:11,376,0
236,2023-06-17,88.0,2023-06-17 19:09:23,87,0
237,2022-08-16,393.0,2022-08-16 05:39:15,393,1
238,,9999.0,2023-08-17 21:51:29,26,0
239,2022-05-10,491.0,2023-01-17 05:03:53,239,0
240,2021-01-16,970.0,2023-03-17 05:32:54,180,0
241,2022-02-12,578.0,2023-02-19 09:34:19,206,0
242,2023-04-06,160.0,2023-04-06 01:32:28,160,0
243,2023-06-13,92.0,2023-06-13 14:51:46,92,0
244,2022-03-15,547.0,2022-11-14 05:19:25,303,1
245,2022-12-03,284.0,2021-11-27 21:55:31,654,1
246,2022-10-20,328.0,2023-05-22 11:20:07,114,0
247,2021-12-15,637.0,2021-12-26 03:43:42,626,1
248,2023-06-25,80.0,2023-02-12 13:31:22,213,0
249,2022-11-22,295.0,2020-05-26 18:39:32,1205,1
250,2022-06-05,465.0,2023-06-09 01:56:52,96,0
251,2023-04-19,147.0,2023-08-08 23:11:43,35,0
252,2023-01-02,254.0,2021-12-01 23:42:55,650,0
253,2023-07-29,46.0,2023-07-29 18:30:36,46,0
254,2022-04-10,521.0,2022-08-08 02:37:01,401,1
255,2023-07-21,54.0,2021-11-23 10:23:50,659,0
256,2023-04-30,136.0,2023-04-30 11:36:04,136,0
257,,9999.0,2022-06-02 20:31:09,467,1
258,2023-08-12,32.0,2023-07-05 23:25:40,69,0
259,2023-07-01,74.0,2023-03-08 05:41:13,189,0
260,2023-04-28,138.0,2023-06-19 02:11:02,86,0
261,2023-08-05,39.0,2023-06-27 19:24:05,77,0
262,2022-10-20,328.0,2023-04-27 16:41:57,139,0
263,2023-07-05,70.0,2023-07-05 18:40:37,70,0
264,2021-08-17,757.0,2023-03-08 00:00:32,189,0
265,2022-06-25,445.0,2023-06-22 10:27:59,83,0
266,2023-04-06,160.0,2023-08-05 20:11:05,38,0
267,2023-09-12,1.0,2023-08-19 09:05:22,25,0
268,2023-03-09,188.0,2022-08-04 04:08:06,405,0
269,2023-03-14,183.0,2023-03-14 14:36:16,183,0
270,2023-04-11,155.0,2023-09-09 04:22:20,4,0
271,2023-08-08,36.0,2023-07-19 20:11:45,55,0
272,2021-10-12,701.0,2022-03-22 09:03:29,540,1
273,2022-07-02,438.0,2023-02-05 03:46:54,220,0
274,2022-06-29,441.0,2022-05-28 22:17:19,472,1
275,2021-12-17,635.0,2023-08-17 11:50:58,27,0
276,2023-07-23,52.0,2022-12-04 17:31:53,283,0
277,2022-04-22,509.0,2023-04-26 12:50:37,140,0
278,2022-03-20,542.0,2023-09-08 17:40:47,5,0
279,2023-01-29,227.0,2022-09-29 00:26:47,349,0
280,2023-03-19,178.0,2022-09-06 05:21:15,372,0
281,2023-06-09,96.0,2023-02-18 02:58:54,207,0
282,2023-07-05,70.0,2023-05-28 22:34:00,107,0
283,2022-12-06,281.0,2023-02-08 21:37:43,216,0
284,2023-05-19,117.0,2022-12-30 17:49:59,257,0
285,2023-02-27,198.0,2022-10-25 12:27:47,323,0
286,2022-06-25,445.0,2022-06-20 05:15:25,450,1
287,2022-11-03,314.0,2021-04-08 21:05:48,887,1
288,2023-06-25,80.0,2023-06-25 17:01:08,80,0
289,2022-02-24,566.0,2022-12-23 04:10:28,264,0
290,2022-10-25,323.0,2022-09-27 20:51:05,350,1
291,2023-01-04,252.0,2023-01-04 11:20:21,252,0
292,2022-10-31,317.0,2022-10-31 15:30:16,317,1
293,2023-09-09,4.0,2023-05-30 15:29:10,106,0
294,2023-03-29,168.0,2023-03-11 03:37:22,186,0
295,2021-10-04,709.0,2023-05-15 09:59:05,121,0
296,2023-01-24,232.0,2022-02-23 13:57:05,567,0
297,2023-05-30,106.0,2023-07-30 10:45:38,45,0
298,2023-03-30,167.0,2023-06-29 12:23:13,76,0
299,2023-01-10,246.0,2022-04-19 04:58:38,512,0
300,2023-05-07,129.0,2023-05-07 12:27:12,129,0
301,2023-05-27,109.0,2023-05-27 16:29:41,109,0
302,2023-06-24,81.0,2023-07-30 00:59:58,45,0
303,2023-07-22,53.0,2023-03-28 16:50:38,169,0
304,2023-04-25,141.0,2023-04-25 12:29:32,141,0
305,2021-06-28,807.0,2023-03-21 17:50:25,176,0
306,2021-10-25,688.0,2022-07-05 03:21:34,435,1
307,2023-04-03,163.0,2021-05-01 20:49:00,864,0
308,2023-08-31,13.0,2023-08-31 06:57:54,13,0
309,2020-12-15,1002.0,2022-10-13 06:41:02,335,1
310,2022-09-29,349.0,2023-08-26 02:52:05,18,0
311,2022-08-11,398.0,2022-08-11 00:40:41,398,1
312,2023-04-26,140.0,2022-03-20 15:41:10,542,0
313,2023-09-08,5.0,2023-08-28 17:23:01,16,0
314,2022-10-04,344.0,2023-07-01 01:07:37,74,0
315,2023-04-10,156.0,2023-05-09 21:26:53,126,0
316,2022-06-08,462.0,2023-03-21 23:59:13,175,0
317,2022-08-01,408.0,2022-10-14 04:36:11,334,1
318,2022-11-16,301.0,2023-05-31 23:43:17,104,0
319,2023-08-05,39.0,2023-03-28 08:33:45,169,0
320,2023-06-09,96.0,2023-06-09 21:42:02,95,0
321,2023-06-25,80.0,2021-11-12 05:33:17,670,0
322,2020-04-01,1260.0,2022-11-17 22:28:49,299,1
323,2022-09-29,349.0,2023-01-10 12:09:14,246,0
324,2023-06-19,86.0,2023-09-12 10:49:22,1,0
325,2021-07-22,783.0,2022-07-06 12:28:46,434,1
326,2022-06-18,452.0,2023-03-27 16:32:55,170,0
327,2023-08-02,42.0,2023-08-02 12:15:25,42,0
328,2022-01-29,592.0,2022-08-17 11:29:17,392,1
329,2022-05-08,493.0,2022-02-08 05:41:41,582,1
330,2022-08-20,389.0,2022-08-25 23:24:59,383,1
331,2022-11-23,294.0,2022-11-23 01:29:47,294,1
332,2023-08-23,21.0,2023-08-23 05:21:53,21,0
333,2023-05-03,133.0,2023-04-23 19:43:35,142,0
334,2023-06-24,81.0,2023-06-24 02:41:44,81,0
335,2023-01-08,248.0,2023-05-02 18:32:58,134,0
336,2023-09-11,2.0,2021-04-17 05:21:50,879,0
337,2022-11-04,313.0,2023-05-08 20:17:26,127,0
338,2023-06-30,75.0,2023-06-30 12:07:16,75,0
339,2023-04-15,151.0,2023-04-15 10:59:59,151,0
340,2022-12-26,261.0,2023-08-16 11:56:00,28,0
341,2023-01-27,229.0,2022-06-15 16:41:49,455,0
342,2023-06-02,103.0,2023-05-30 06:14:33,106,0
343,2023-05-23,113.0,2022-04-05 01:36:26,526,0
344,2023-08-25,19.0,2022-04-27 21:15:44,503,0
345,2023-05-23,113.0,2023-09-12 11:27:33,1,0
346,2023-01-15,241.0,2023-06-27 22:01:40,77,0
347,2023-01-11,245.0,2023-04-05 16:32:40,161,0
348,2023-03-11,186.0,2023-03-11 22:28:21,185,0
349,2022-09-07,371.0,2023-01-05 20:01:32,250,0
350,2021-04-24,872.0,2022-09-01 15:14:41,377,1
351,2023-06-29,76.0,2023-01-19 13:47:42,237,0
352,2023-08-09,35.0,2022-10-12 18:32:43,336,0
353,2021-08-14,760.0,2023-07-02 17:08:13,73,0
354,2023-01-06,250.0,2023-02-04 00:31:01,221,0
355,2023-09-10,3.0,2022-12-02 22:22:20,284,0
356,2022-05-23,478.0,2022-05-29 18:57:49,471,1
357,2021-03-15,912.0,2022-12-23 12:29:20,264,0
358,2022-09-28,350.0,2023-08-13 10:18:49,31,0
359,2023-07-21,54.0,2023-02-06 18:28:36,219,0
360,2023-08-15,29.0,2023-08-15 18:57:19,28,0
361,2023-06-07,98.0,2023-08-13 12:14:34,31,0
362,2022-06-19,451.0,2020-02-28 07:49:03,1293,1
363,2023-01-26,230.0,2023-07-11 15:37:04,64,0
364,2023-07-24,51.0,2023-06-20 13:57:14,85,0
365,2022-03-27,535.0,2022-03-27 15:26:28,535,1
366,2022-07-10,430.0,2022-05-25 01:16:20,476,1
367,2022-04-14,517.0,2023-06-09 21:58:06,95,0
368,2022-02-27,563.0,2022-04-19 14:02:12,512,1
369,2022-05-08,493.0,2023-06-16 22:51:06,88,0
370,2023-05-15,121.0,2023-04-12 03:30:54,154,0
371,2023-01-05,251.0,2022-07-02 20:52:22,437,0
372,2022-12-19,268.0,2023-01-22 01:49:40,234,0
373,2022-07-26,414.0,2020-08-19 18:44:48,1119,1
374,2021-09-10,733.0,2023-09-08 10:07:40,5,0
375,2022-11-08,309.0,2022-05-20 01:47:38,481,1
376,2023-05-03,133.0,2023-05-07 17:49:50,129,0
377,2023-06-07,98.0,2023-08-07 22:52:39,36,0
378,2022-09-23,355.0,2021-09-02 01:51:24,741,1
379,2022-05-23,478.0,2022-07-09 03:07:01,431,1
380,2023-07-25,50.0,2023-07-25 09:34:53,50,0
381,2023-03-28,169.0,2023-05-04 22:48:19,131,0
382,2023-06-23,82.0,2023-06-23 21:38:04,81,0
383,2023-04-22,144.0,2023-04-10 08:53:50,156,0
384,2023-07-23,52.0,2023-06-17 04:20:50,88,0
385,2020-06-17,1183.0,2023-01-09 15:04:49,247,0
386,2021-04-26,870.0,2023-06-30 19:25:07,74,0
387,2023-03-21,176.0,2023-04-23 21:30:24,142,0
388,2023-05-31,105.0,2023-05-31 21:15:11,104,0
389,2023-08-23,21.0,2023-08-23 05:34:52,21,0
390,2022-05-02,499.0,2023-03-28 10:43:27,169,0
391,2023-04-08,158.0,2022-06-29 16:12:30,441,0
392,2023-02-27,198.0,2023-02-27 08:59:03,198,0
393,2023-04-17,149.0,2022-11-23 04:34:59,294,0
394,2023-07-13,62.0,2022-01-05 03:33:40,616,0
395,2021-03-03,924.0,2023-01-29 23:16:31,226,0
396,2023-04-02,164.0,2021-05-30 05:22:33,836,0
397,2022-12-14,273.0,2022-11-22 07:05:40,295,1
398,2022-10-04,344.0,2023-07-07 17:35:04,68,0
399,2023-07-30,45.0,2022-07-20 18:17:31,420,0
400,,9999.0,2023-08-20 18:18:53,24,0
401,2021-08-23,751.0,2023-07-03 21:33:15,71,0
402,2023-08-16,28.0,2023-08-06 08:40:45,38,0
403,,9999.0,2022-11-19 04:59:59,298,1
404,2022-01-17,604.0,2023-06-13 13:51:24,92,0
405,2023-07-31,44.0,2023-04-24 02:21:10,142,0
406,2022-02-18,572.0,2022-08-22 23:56:27,386,1
407,2023-08-10,34.0,2022-10-08 05:10:22,340,0
408,2022-05-22,479.0,2022-06-14 15:57:13,456,1
409,2023-07-29,46.0,2023-07-12 19:53:16,62,0
410,2023-07-04,71.0,2021-07-15 10:05:28,790,0
411,2023-04-22,144.0,2023-02-02 01:45:26,223,0
412,2021-10-13,700.0,2023-07-25 00:49:20,50,0
413,2023-07-26,49.0,2023-07-26 06:15:48,49,0
414,,9999.0,2023-08-08 07:16:00,36,0
415,2022-01-05,616.0,2021-03-31 08:12:04,896,1
416,2023-09-01,12.0,2022-10-24 16:10:29,324,0
417,2023-04-20,146.0,2023-07-23 10:05:32,52,0
418,2021-07-14,791.0,2023-07-15 23:54:17,59,0
419,2023-02-28,197.0,2023-06-21 08:53:56,84,0
420,2023-06-13,92.0,2022-06-11 11:41:58,459,0
421,2022-10-03,345.0,2023-06-29 05:34:40,76,0
422,2022-01-02,619.0,2022-03-13 20:37:04,548,1
423,2023-08-14,30.0,2021-11-11 20:28:31,670,0
424,2023-05-06,130.0,2022-01-02 18:41:10,619,0
425,2022-01-09,612.0,2023-07-13 04:36:34,62,0
426,2021-05-25,841.0,2023-03-16 19:38:57,180,0
427,2022-11-20,297.0,2023-04-28 21:50:45,137,0
428,2022-11-11,306.0,2022-10-09 13:36:02,339,1
429,2023-08-25,19.0,2023-08-25 17:20:54,19,0
430,2023-03-01,196.0,2021-03-07 02:47:36,920,0
431,2021-07-09,796.0,2023-09-12 11:03:27,1,0
432,2022-08-29,380.0,2023-04-21 16:20:51,145,0
433,2022-02-26,564.0,2022-01-25 03:19:47,596,1
434,2023-08-14,30.0,2023-08-14 15:54:45,30,0
435,2023-07-09,66.0,2023-08-26 08:49:09,18,0
436,2021-03-21,906.0,2023-06-03 06:12:03,102,0
437,2021-11-24,658.0,2021-11-24 20:58:19,657,1
438,2022-03-17,545.0,2023-06-28 19:40:18,76,0
439,2023-06-01,104.0,2022-11-01 09:59:57,316,0
440,2022-07-05,435.0,2022-08-04 16:26:05,405,1
441,2023-02-08,217.0,2023-02-08 10:58:40,217,0
442,2023-01-24,232.0,2022-10-17 14:02:06,331,0
443,2023-05-10,126.0,2022-07-30 06:05:09,410,0
444,2022-02-19,571.0,2023-06-04 21:04:28,100,0
445,2023-06-19,86.0,2022-04-17 05:19:22,514,0
446,2023-07-28,47.0,2023-07-28 05:52:52,47,0
447,2022-03-26,536.0,2022-03-26 04:30:17,536,1
448,2023-09-09,4.0,2023-05-25 00:54:47,111,0
449,2023-09-10,3.0,2023-06-11 01:57:17,94,0
450,2023-08-29,15.0,2022-08-02 20:52:51,406,0
451,2023-09-03,10.0,2023-06-15 17:00:00,90,0
452,2022-10-03,345.0,2023-08-21 23:05:19,22,0
453,2022-11-22,295.0,2022-08-18 06:24:47,391,1
454,2022-07-14,426.0,2022-07-14 20:45:00,425,1
455,2023-08-23,21.0,2023-05-20 06:07:13,116,0
456,2023-03-27,170.0,2023-01-25 23:35:11,230,0
457,2023-05-19,117.0,2023-05-03 18:53:15,132,0
458,2023-06-26,79.0,2023-07-01 17:18:52,74,0
459,2022-10-15,333.0,2022-07-28 11:33:58,412,1
460,2022-05-23,478.0,2023-08-29 14:54:23,15,0
461,2022-12-11,276.0,2023-08-21 14:24:30,23,0
462,2022-03-07,555.0,2023-08-05 23:20:15,38,0
463,2020-12-16,1001.0,2022-08-31 23:04:49,377,1
464,2023-05-14,122.0,2023-05-14 13:32:08,122,0
465,2023-06-19,86.0,2021-01-27 13:35:10,959,0
466,2023-04-24,142.0,2021-07-14 16:46:58,791,0
